student_id,week_start,monday_1_entry,monday_1,monday_1_exit,monday_2_entry,monday_2,monday_2_exit,monday_3_entry,monday_3,monday_3_exit,monday_4_entry,monday_4,monday_4_exit,monday_5_entry,monday_5,monday_5_exit,monday_end,tuesday_1_entry,tuesday_1,tuesday_1_exit,tuesday_2_entry,tuesday_2,tuesday_2_exit,tuesday_3_entry,tuesday_3,tuesday_3_exit,tuesday_4_entry,tuesday_4,tuesday_4_exit,tuesday_5_entry,tuesday_5,tuesday_5_exit,tuesday_end,wednesday_1_entry,wednesday_1,wednesday_1_exit,wednesday_2_entry,wednesday_2,wednesday_2_exit,wednesday_3_entry,wednesday_3,wednesday_3_exit,wednesday_4_entry,wednesday_4,wednesday_4_exit,wednesday_5_entry,wednesday_5,wednesday_5_exit,wednesday_end,thursday_1_entry,thursday_1,thursday_1_exit,thursday_2_entry,thursday_2,thursday_2_exit,thursday_3_entry,thursday_3,thursday_3_exit,thursday_4_entry,thursday_4,thursday_4_exit,thursday_5_entry,thursday_5,thursday_5_exit,thursday_end,friday_1_entry,friday_1,friday_1_exit,friday_2_entry,friday_2,friday_2_exit,friday_3_entry,friday_3,friday_3_exit,friday_4_entry,friday_4,friday_4_exit,friday_5_entry,friday_5,friday_5_exit,week_end
Person_271563986,151,NA,1,NA,Event_3349069,Event_5694400305,Event_2880089,Event_8639659,Event_0081096418,Event_8252526,NA,23,NA,NA,28,NA,152,NA,33,NA,Event_4872607,Event_2292238797,Event_8557381,Event_3910412,Event_8851774478,Event_6487067,Event_8252526,Event_7323575120,Event_7655889,NA,58,NA,166,NA,72,NA,Event_0666523,Event_0029421866,Event_8252526,NA,79,NA,Event_7599275,Event_0932485576,Event_9911015,NA,88,NA,180,NA,91,NA,Event_2105760,Event_5390992128,Event_3806475,NA,111,NA,NA,115,NA,NA,119,NA,194,NA,126,NA,Event_1088614,Event_9259855498,Event_8557381,Event_4775768,Event_8355770379,Event_6565454,Event_8252526,Event_7321931058,Event_7655889,NA,Event_57049,NA,208
Person_961757409,157,NA,Event_81263,NA,NA,9,NA,NA,12,NA,Event_8451414,Event_4317954842,Event_8217737,NA,20,NA,158,NA,40,NA,NA,44,NA,NA,46,NA,Event_0170969,Event_8773609128,Event_2115962,Event_2164736,Event_8706749393,Event_7096402,172,NA,66,NA,Event_4786226,Event_1373617216,Event_5105002,Event_6533657,Event_8351451109,Event_3994645,NA,79,NA,Event_4154344,Event_5956981033,Event_7124779,186,Event_8639659,Event_6135631063,Event_0666523,NA,106,NA,NA,110,NA,NA,113,NA,Event_4227566,Event_3282610211,Event_4479855,200,NA,123,NA,NA,126,NA,NA,137,NA,Event_0170969,Event_9219448716,Event_2115962,Event_3994645,Event_8344891816,Event_2580404,214
Person_182967290,151,NA,3,NA,NA,4,NA,Event_1795146,Event_7384086528,Event_9277210,Event_6565454,Event_6783745917,Event_0109368,NA,30,NA,152,NA,35,NA,Event_4553144,Event_8073582413,Event_2105760,NA,49,NA,NA,Event_26319,NA,NA,58,NA,166,NA,62,NA,Event_3349069,Event_7238461218,Event_8525553,NA,80,NA,NA,82,NA,NA,90,NA,180,NA,94,NA,NA,98,NA,NA,102,NA,Event_7555772,Event_6171667620,Event_9277210,Event_0660138,Event_4712484468,Event_2970306,194,NA,121,NA,NA,125,NA,Event_4169224,Event_8009790995,Event_9765752,NA,140,NA,NA,149,NA,208
Person_597822423,157,NA,4,NA,NA,8,NA,NA,13,NA,NA,16,NA,Event_9694406,Event_0816572601,Event_3556068,158,NA,Event_5465382946,NA,Event_8212993,Event_6719078839,Event_4418215,NA,46,NA,NA,57,NA,NA,59,NA,172,Event_1179474,Event_4071637535,Event_1594341,NA,Event_1841820494,NA,NA,78,NA,NA,81,NA,Event_0833106,Event_3660810875,Event_5067277,186,Event_6977545,Event_6103405908,Event_7542602,NA,100,NA,NA,104,NA,Event_9694406,Event_4761236705,Event_9370799,NA,120,NA,200,Event_8085880,Event_2137382778,Event_8363200,Event_1042535,Event_1518936506,Event_0095816,NA,133,NA,NA,143,NA,NA,Event_10627,NA,214
Person_923490320,157,NA,1,NA,NA,Event_56359,NA,Event_4202693,Event_3269877422,Event_0282006,Event_8683731,Event_5567610858,Event_2847241,NA,29,NA,158,Event_6448513,Event_1686891012,Event_0692780,Event_0057744,Event_4288338007,Event_6533657,NA,53,NA,NA,55,NA,NA,58,NA,172,NA,63,NA,NA,64,NA,Event_1686614,Event_8268887944,Event_6533657,NA,80,NA,NA,83,NA,186,NA,93,NA,NA,95,NA,Event_8639659,Event_2248669313,Event_8252526,Event_0170969,Event_5509484632,Event_2115962,NA,117,NA,200,NA,Event_4468864748,NA,Event_7142444,Event_8466235038,Event_5105002,NA,134,NA,NA,146,NA,NA,149,NA,214
Person_405667445,155,NA,1,NA,NA,5,NA,Event_4553144,Event_5789780944,Event_3676939,Event_7679381,Event_4426332462,Event_6131566,Event_9694406,Event_7481640739,Event_7554508,156,NA,32,NA,Event_7543701,Event_6812364699,Event_2182641,NA,43,NA,NA,47,NA,NA,Event_63831,NA,170,Event_1179474,Event_1104868455,Event_1594341,NA,62,NA,Event_6888197,Event_0414067771,Event_0133943,Event_7985829,Event_2469245480,Event_8525553,NA,Event_0650946778,NA,184,NA,92,NA,NA,95,NA,Event_4872607,Event_3757581243,Event_7363870,Event_8639659,Event_0330952831,Event_8252526,Event_9694406,Event_1426165872,Event_7554508,198,NA,122,NA,NA,Event_2572865014,NA,NA,135,NA,NA,139,NA,NA,150,NA,212
Person_069258182,155,NA,5,NA,NA,8,NA,Event_1795146,Event_8056287962,Event_4423353,NA,Event_7098754038,NA,NA,25,NA,156,NA,45,NA,NA,47,NA,Event_0366551,Event_7467858038,Event_3994645,Event_2847241,Event_9560961268,Event_0452098,Event_9627025,Event_0886753020,Event_2876984,170,Event_6888197,Event_0995952270,Event_9387219,NA,74,NA,NA,77,NA,Event_0170969,Event_9176573649,Event_2115962,NA,86,NA,184,NA,94,NA,Event_1795146,Event_7714857411,Event_4423353,Event_0282006,Event_6674802160,Event_0705966,NA,120,NA,Event_4227566,Event_8871608174,Event_3377577,198,NA,125,NA,NA,Event_09031,NA,NA,136,NA,Event_0170969,Event_2660449168,Event_2115962,NA,150,NA,212
Person_445199219,153,NA,Event_23882,NA,Event_5671531,Event_4329229287,Event_2661236,Event_8639659,Event_0081096418,Event_8252526,Event_0170969,Event_5427052309,Event_3191909,Event_3412038,Event_2040511981,Event_3516535,154,NA,32,NA,NA,40,NA,NA,45,NA,NA,52,NA,NA,55,NA,168,NA,66,NA,Event_2204182,Event_7649712852,Event_9889978,NA,74,NA,NA,77,NA,NA,82,NA,182,Event_4872607,Event_7819500395,Event_7542602,NA,102,NA,Event_2105760,Event_5390992128,Event_3806475,Event_8683731,Event_0340749621,Event_6577580,Event_5880216,Event_2720519989,Event_7554508,196,Event_1179474,Event_5983673723,Event_1594341,NA,126,NA,NA,130,NA,NA,137,NA,NA,144,NA,210
Person_581906144,151,NA,Event_69122,NA,Event_9611573,Event_7929236353,Event_7543701,NA,15,NA,NA,23,NA,Event_2115962,Event_2052807387,Event_5067277,152,NA,35,NA,NA,37,NA,Event_1795146,Event_4576421280,Event_9277210,Event_9694406,Event_8809336195,Event_8163356,NA,58,NA,166,NA,75,NA,NA,79,NA,Event_2498687,Event_7631546088,Event_9370799,NA,86,NA,NA,89,NA,180,NA,98,NA,NA,102,NA,NA,105,NA,NA,111,NA,NA,Event_4927688545,NA,194,NA,128,NA,NA,130,NA,Event_1795146,Event_9186622181,Event_9277210,Event_9694406,Event_9167128296,Event_8163356,NA,148,NA,208
Person_117470952,159,NA,5,NA,NA,12,NA,NA,14,NA,NA,17,NA,Event_8683731,Event_2679486186,Event_0452098,160,Event_1686614,Event_9543221011,Event_6533657,Event_5105002,Event_4983481290,Event_1623297,NA,Event_70892,NA,Event_9694406,Event_1605987616,Event_9370799,NA,55,NA,174,NA,63,NA,NA,69,NA,NA,75,NA,NA,76,NA,Event_0366551,Event_4766073118,Event_2580404,188,NA,92,NA,NA,100,NA,NA,103,NA,NA,106,NA,Event_3582844,Event_5340927500,Event_7131759,202,NA,122,NA,Event_1042535,Event_7815898251,Event_0095816,Event_6663553,Event_5112634896,Event_4993804,Event_9694406,Event_5130586597,Event_3556068,NA,148,NA,216
Person_977295878,155,Event_7033897,Event_0801508226,Event_8639659,NA,14,NA,Event_7737766,Event_0260163630,Event_9517931,NA,25,NA,Event_4754738,Event_4684517299,Event_0721943,156,NA,36,NA,NA,38,NA,NA,45,NA,Event_0366551,Event_7467858038,Event_3994645,NA,58,NA,170,NA,61,NA,Event_3349069,Event_7238461218,Event_8525553,NA,76,NA,Event_0170969,Event_9176573649,Event_2115962,NA,Event_25022,NA,184,NA,93,NA,Event_4553144,Event_9832335771,Event_2105760,Event_7294418,Event_0864093574,Event_8163356,NA,117,NA,Event_4227566,Event_8871608174,Event_3377577,198,NA,125,NA,NA,131,NA,NA,137,NA,Event_0170969,Event_2660449168,Event_2115962,NA,150,NA,212
Person_353612783,155,NA,10,NA,Event_6663553,Event_6330979066,Event_8683731,NA,19,NA,NA,22,NA,NA,25,NA,156,Event_4169224,Event_0163765087,Event_9765752,Event_6842677,Event_3646151570,Event_6487067,Event_6131566,Event_3492259358,Event_5208649,NA,52,NA,NA,58,NA,170,NA,63,NA,NA,69,NA,NA,70,NA,NA,75,NA,Event_3343618,Event_3875127649,Event_4981378,184,NA,Event_88009,NA,NA,98,NA,Event_5105002,Event_9238644497,Event_0170969,NA,109,NA,NA,112,NA,198,NA,121,NA,NA,126,NA,Event_4786226,Event_8277627713,Event_5105002,Event_1795146,Event_2370183707,Event_9277210,NA,143,NA,212
Person_554423982,161,NA,Event_81263,NA,NA,6,NA,Event_3349069,Event_5694400305,Event_2880089,NA,21,NA,NA,27,NA,162,NA,31,NA,NA,35,NA,Event_4872607,Event_2292238797,Event_8557381,Event_1795146,Event_0813066148,Event_0255533,NA,60,NA,176,NA,66,NA,Event_5774716,Event_1870032090,Event_6358126,Event_6275387,Event_1482277117,Event_9277210,Event_7599275,Event_0932485576,Event_9911015,NA,90,NA,190,Event_3170946,Event_2453543151,Event_2105760,NA,109,NA,NA,114,NA,NA,115,NA,NA,120,NA,204,NA,121,NA,Event_4872607,Event_9259855498,Event_8557381,Event_1795146,Event_6253430186,Event_0255533,NA,144,NA,NA,145,NA,218
Person_246953705,159,NA,3,NA,NA,4,NA,NA,7,NA,Event_1787682,Event_6285732156,Event_7124779,Event_4227566,Event_1270862076,Event_4479855,160,NA,33,NA,Event_1686614,Event_0766725692,Event_6533657,NA,45,NA,Event_3806475,Event_7048571540,Event_1921454,NA,57,NA,174,NA,62,NA,NA,65,NA,NA,75,NA,Event_6948137,Event_7284411705,Event_6420193,Event_7096402,Event_4461196583,Event_7745743,188,NA,92,NA,NA,97,NA,NA,101,NA,NA,105,NA,Event_9694406,Event_0335230037,Event_7554508,202,NA,122,NA,Event_4786226,Event_8873755515,Event_5105002,NA,Event_44125,NA,Event_3806475,Event_1589188403,Event_1921454,NA,146,NA,216
Person_507754272,161,Event_8085880,Event_1716829178,Event_4553144,Event_5774716,Event_2270064300,Event_5432037,Event_2105760,Event_6964455392,Event_3806475,Event_8252526,Event_2315714602,Event_2711075,NA,29,NA,162,NA,32,NA,Event_0692780,Event_2841782774,Event_8131365,NA,46,NA,NA,50,NA,NA,56,NA,176,Event_1962315,Event_7508280116,Event_8567456,NA,74,NA,NA,79,NA,NA,86,NA,Event_4242692,Event_7762304332,Event_4779719,190,NA,Event_86540,NA,Event_5889306,Event_9068922193,Event_1686614,Event_1686614,Event_1799977658,Event_2498411,NA,Event_0994579808,NA,Event_3806475,Event_7340125794,Event_2164736,204,NA,122,NA,Event_5774716,Event_9639976261,Event_5432037,Event_5436366,Event_7581630642,Event_4423353,Event_8683731,Event_8833189912,Event_3380519,NA,147,NA,218
Person_090573622,163,Event_1179474,Event_2676253629,Event_5774716,Event_5774716,Event_6199072153,Event_6663553,Event_4202693,Event_7670744836,Event_0282006,Event_3994645,Event_5159855563,Event_2580404,Event_2231185,Event_3228582143,Event_7568243,164,NA,35,NA,NA,43,NA,NA,48,NA,NA,Event_48861,NA,NA,60,NA,178,NA,61,NA,NA,64,NA,Event_4169224,Event_4703242238,Event_7244016,Event_0481538,Event_4013056462,Event_2239224,NA,NA,NA,192,Event_5889306,Event_5332435283,Event_1686614,NA,Event_8455562009,NA,Event_8639659,Event_5604415351,Event_8252526,NA,115,NA,Event_8107122,Event_8889773732,Event_2269938,206,NA,121,NA,NA,129,NA,NA,130,NA,NA,137,NA,NA,142,NA,220
Person_532075864,155,NA,4,NA,NA,9,NA,NA,12,NA,NA,Event_3253141576,NA,Event_7294418,Event_0382241792,Event_7554508,156,NA,33,NA,Event_4553144,Event_8191569721,Event_2105760,NA,49,NA,NA,55,NA,NA,59,NA,170,NA,65,NA,NA,69,NA,NA,72,NA,Event_4418215,Event_9236626021,Event_7737766,Event_9694406,Event_0311750255,Event_2514108,184,NA,91,NA,NA,97,NA,NA,100,NA,Event_9765752,Event_1662807531,Event_6948137,Event_0282006,Event_5747718002,Event_4242692,198,NA,124,NA,Event_7033897,Event_6738127922,Event_8639659,NA,Event_84360,NA,NA,139,NA,NA,150,NA,212
Person_860131392,161,Event_2824754,Event_7740249170,Event_7033897,NA,7,NA,NA,10,NA,Event_5105002,Event_0465294512,Event_7269956,NA,Event_33879,NA,162,NA,38,NA,NA,41,NA,NA,45,NA,NA,46,NA,NA,49,NA,176,Event_9611573,Event_5582160881,Event_7251312,Event_5105002,Event_3008658874,Event_7269956,NA,77,NA,NA,82,NA,Event_3994645,Event_5963405667,Event_1384015,190,Event_7381699,Event_8839225522,Event_4786226,NA,102,NA,Event_6533657,Event_3758267818,Event_6926163,NA,110,NA,NA,115,NA,204,Event_1179474,Event_8427723221,Event_1594341,NA,125,NA,NA,138,NA,NA,141,NA,NA,147,NA,218
Person_777194338,155,Event_2824754,Event_7740249170,Event_7033897,Event_4872607,Event_1060733812,Event_0133943,NA,16,NA,NA,24,NA,NA,30,NA,156,Event_1179474,Event_5504730461,Event_5774716,Event_7033897,Event_4149790762,Event_8639659,NA,45,NA,NA,46,NA,NA,Event_48861,NA,170,NA,62,NA,NA,65,NA,NA,76,NA,NA,80,NA,NA,87,NA,184,Event_7381699,Event_8839225522,Event_4786226,NA,107,NA,NA,111,NA,NA,115,NA,NA,119,NA,198,Event_4266084,Event_7721352125,Event_7033897,Event_6956541,Event_5930721213,Event_7679381,NA,133,NA,NA,142,NA,NA,150,NA,212
Person_866368367,153,NA,6,NA,Event_1686614,Event_4520230258,Event_6533657,NA,14,NA,Event_8683731,Event_5567610858,Event_2847241,NA,30,NA,154,Event_7543701,Event_5311877314,Event_4202693,NA,47,NA,Event_7024053,Event_4229772909,Event_4823941,NA,55,NA,NA,60,NA,168,NA,63,NA,NA,Event_4599981189,NA,NA,77,NA,NA,89,NA,Event_4071287,Event_8756590433,Event_6907650,182,Event_4169224,Event_6637071821,Event_9765752,NA,104,NA,NA,108,NA,Event_0170969,Event_5509484632,Event_2115962,NA,116,NA,196,NA,123,NA,Event_1088614,Event_0946188596,Event_0133943,Event_6948137,Event_7909806562,Event_7599275,NA,145,NA,NA,Event_97918,NA,210
Person_674737408,157,NA,5,NA,NA,12,NA,Event_1795146,Event_7384086528,Event_9277210,NA,24,NA,NA,29,NA,158,NA,38,NA,NA,42,NA,Event_4202693,Event_3824743561,Event_0282006,Event_7294418,Event_2193499276,Event_9370799,Event_9627025,Event_0828886012,Event_2876984,172,NA,71,NA,NA,75,NA,NA,76,NA,NA,Event_93970,NA,NA,85,NA,186,NA,92,NA,NA,94,NA,Event_1795146,Event_6171667620,Event_4423353,NA,111,NA,NA,Event_8602496361,NA,200,NA,124,NA,NA,129,NA,Event_4202693,Event_8103486905,Event_0282006,Event_0282006,Event_1133368636,Event_0705966,NA,149,NA,214
Person_343851886,163,NA,2,NA,Event_4786226,Event_7870965824,Event_5105002,Event_0366551,Event_4511884353,Event_5228554,NA,24,NA,NA,29,NA,164,Event_1179474,Event_6156783254,Event_5774716,Event_5105002,Event_8952621966,Event_7269956,NA,48,NA,Event_1787682,Event_4819753274,Event_1156184,NA,60,NA,178,NA,65,NA,NA,71,NA,NA,73,NA,Event_6131566,Event_9006077832,Event_8787336,Event_1027322,Event_1205703746,Event_3412038,192,NA,Event_1645497804,NA,NA,105,NA,Event_8683731,Event_7136766699,Event_3725253,NA,120,NA,NA,Event_03198,NA,206,Event_5889306,Event_4122184180,Event_1686614,NA,130,NA,NA,141,NA,NA,143,NA,NA,150,NA,220
Person_601770305,155,NA,6,NA,Event_4786226,Event_1297947065,Event_5105002,Event_2063797,Event_6319005673,Event_6131566,NA,22,NA,NA,25,NA,156,NA,34,NA,Event_4202693,Event_0658455995,Event_0282006,Event_6948137,Event_5994381338,Event_7599275,NA,55,NA,NA,60,NA,170,NA,66,NA,Event_6663553,Event_9073948700,Event_8683731,NA,Event_93970,NA,NA,88,NA,Event_4234200,Event_8862316837,Event_4479855,184,Event_4169224,Event_4429671083,Event_9765752,Event_3453705,Event_2061234762,Event_8252526,NA,110,NA,NA,113,NA,NA,119,NA,198,NA,126,NA,NA,132,NA,Event_1795146,Event_3575892921,Event_4423353,Event_0366551,Event_5735410216,Event_3994645,NA,147,NA,212
Person_254810235,151,Event_0915018,Event_8355965331,Event_1196842,NA,10,NA,NA,15,NA,NA,17,NA,Event_0660138,Event_4166941332,Event_1019132,152,Event_0915018,Event_1213096164,Event_1196842,Event_7470197,Event_6427252356,Event_1155142,Event_0095816,Event_1507693242,Event_6565454,NA,56,NA,NA,59,NA,166,NA,61,NA,Event_4285772,Event_3020393582,Event_1042535,NA,67,NA,NA,71,NA,Event_6948137,Event_4360657076,Event_7244016,180,NA,91,NA,Event_6847067,Event_2216494705,Event_7033897,NA,101,NA,NA,107,NA,Event_1787682,Event_7041477205,Event_9042723,194,NA,123,NA,Event_7543701,Event_7634463228,Event_2182641,Event_0095816,Event_0210359848,Event_6565454,NA,139,NA,NA,Event_97918,NA,208
Person_885096210,163,NA,Event_46333,NA,NA,11,NA,Event_6533657,Event_6118144262,Event_4884624,Event_6948137,Event_6758647792,Event_7599275,NA,30,NA,164,NA,38,NA,NA,40,NA,NA,47,NA,Event_6948137,Event_5431661323,Event_7599275,NA,56,NA,178,NA,61,NA,Event_6847067,Event_3182875036,Event_9697702,Event_7251312,Event_9429427702,Event_4202693,NA,86,NA,NA,88,NA,192,NA,95,NA,NA,97,NA,Event_6663553,Event_1333228950,Event_4993804,Event_0660138,Event_1195220171,Event_2970306,NA,119,NA,206,Event_1962315,Event_8117598060,Event_8567456,NA,126,NA,NA,131,NA,NA,138,NA,NA,Event_9307521216,NA,220
Person_067914908,157,NA,2,NA,Event_4553144,Event_5789780944,Event_3676939,NA,17,NA,Event_3806475,Event_8980364592,Event_1921454,NA,30,NA,158,NA,Event_2007321813,NA,NA,38,NA,NA,46,NA,Event_9694406,Event_0399645212,Event_8163356,NA,56,NA,172,NA,61,NA,Event_5774716,Event_4159921321,Event_6663553,NA,73,NA,NA,77,NA,NA,82,NA,186,Event_1179474,Event_9596515067,Event_1594341,Event_4872607,Event_3757581243,Event_8557381,NA,106,NA,Event_0170969,Event_3684072113,Event_3191909,Event_6800652,Event_8988375064,Event_6814432,200,NA,Event_6916772295,NA,NA,Event_90835,NA,NA,135,NA,Event_9694406,Event_9040714674,Event_8482996,NA,148,NA,214
Person_663880492,157,NA,1,NA,Event_5774716,Event_4894163427,Event_5432037,NA,13,NA,NA,18,NA,Event_1948176,Event_6362831340,Event_9000052,158,Event_1962315,Event_2781526392,Event_4786226,NA,Event_5209965611,NA,NA,37,NA,Event_6842677,Event_3646151570,Event_6487067,Event_6131566,Event_3492259358,Event_5208649,172,NA,64,NA,NA,68,NA,NA,75,NA,Event_0282006,Event_3134364393,Event_4242692,Event_4227566,Event_1536824085,Event_4479855,186,NA,91,NA,Event_1686614,Event_0308776310,Event_2498411,NA,Event_44419,NA,NA,108,NA,Event_9694406,Event_6397238154,Event_7554508,200,Event_4226848,Event_6228333388,Event_2204182,Event_1686614,Event_5379027472,Event_6533657,Event_7555772,Event_2370183707,Event_9277210,NA,139,NA,NA,148,NA,214
Person_183347393,155,NA,8,NA,Event_2105760,Event_6964455392,Event_3806475,Event_5813805,Event_1798131699,Event_0242584,Event_9452028,Event_9524569750,Event_7554508,Event_4234200,Event_7771033704,Event_3398995,156,Event_7985829,Event_8082920322,Event_0660138,NA,49,NA,NA,54,NA,NA,56,NA,NA,59,NA,170,NA,62,NA,Event_0915018,Event_7415374219,Event_0133943,NA,81,NA,NA,85,NA,NA,88,NA,184,NA,93,NA,NA,101,NA,NA,Event_0994579808,NA,Event_5812832,Event_6426095506,Event_0161783,Event_5880216,Event_6040928902,Event_2514108,198,NA,121,NA,NA,128,NA,Event_6663553,Event_7943065235,Event_8683731,NA,Event_57049,NA,NA,145,NA,212
Person_680164285,163,Event_1179474,Event_8397608729,Event_5774716,NA,2,NA,NA,7,NA,Event_8639659,Event_6095114290,Event_8252526,NA,27,NA,164,Event_7543701,Event_1861284228,Event_2182641,Event_9694406,Event_7186971971,Event_3556068,NA,56,NA,NA,59,NA,NA,Event_75032,NA,178,NA,63,NA,NA,65,NA,NA,72,NA,Event_0079672,Event_0432879889,Event_8360968,Event_0481538,Event_1923548572,Event_2239224,192,Event_5889306,Event_7702637970,Event_1686614,NA,96,NA,Event_2105760,Event_7562885205,Event_3806475,Event_6948137,Event_2467724935,Event_7599275,NA,116,NA,206,NA,125,NA,Event_4872607,Event_1675314544,Event_8557381,Event_7294418,Event_2858723731,Event_3556068,NA,146,NA,NA,148,NA,220
Person_301480691,153,NA,2,NA,NA,5,NA,Event_1088614,Event_1658123170,Event_9387219,Event_2063797,Event_6319005673,Event_6131566,Event_1948176,Event_6362831340,Event_9000052,154,NA,36,NA,Event_0249277,Event_4096664955,Event_5105002,NA,44,NA,NA,54,NA,NA,56,NA,168,NA,62,NA,NA,68,NA,Event_9697702,Event_4289383454,Event_8639659,NA,73,NA,Event_0282006,Event_3134364393,Event_4242692,182,NA,91,NA,NA,95,NA,Event_4872607,Event_3876191712,Event_0133943,Event_3453705,Event_2061234762,Event_8252526,Event_9694406,Event_6397238154,Event_7554508,196,Event_1179474,Event_3857543676,Event_8480746,NA,121,NA,NA,128,NA,Event_0249277,Event_8918642054,Event_5105002,NA,Event_10203,NA,210
Person_679509981,153,NA,2,NA,NA,6,NA,Event_7033897,Event_0423822388,Event_8639659,NA,Event_67973,NA,Event_2115962,Event_4751178603,Event_3507359,154,NA,31,NA,NA,34,NA,NA,39,NA,Event_0660138,Event_1140526969,Event_2970306,Event_0452098,Event_1653043261,Event_7152978,168,NA,62,NA,NA,68,NA,NA,77,NA,NA,79,NA,Event_0705966,Event_1191036845,Event_4242692,182,Event_8375908,Event_9508888110,Event_3349069,Event_4786226,Event_2013376976,Event_5105002,NA,107,NA,NA,114,NA,Event_7599275,Event_0412545515,Event_9036232,196,NA,125,NA,NA,128,NA,NA,130,NA,NA,136,NA,Event_1787682,Event_3887956644,Event_4154344,210
Person_434366158,153,NA,2,NA,Event_9765752,Event_3700474348,Event_6547123,Event_1948176,Event_7105647559,Event_6912812,Event_9497557,Event_8626552390,Event_3556068,NA,Event_67973,NA,154,NA,36,NA,Event_1088614,Event_5981712047,Event_7363870,Event_0170969,Event_9942613823,Event_2115962,NA,56,NA,NA,58,NA,168,NA,64,NA,Event_1042535,Event_4621743622,Event_9724174,NA,70,NA,NA,73,NA,NA,85,NA,182,NA,95,NA,Event_4872607,Event_6950010226,Event_7542602,Event_0095816,Event_8569277755,Event_6568488,Event_9694406,Event_5957615887,Event_9792810,Event_8787336,Event_4822924106,Event_5208649,196,NA,123,NA,Event_4872607,Event_7403230001,Event_8557381,NA,133,NA,NA,136,NA,Event_6565454,Event_4919231151,Event_0109368,210
Person_375137823,159,NA,2,NA,NA,5,NA,Event_8639659,Event_8456087413,Event_8252526,NA,20,NA,Event_7599275,Event_0877724382,Event_6420193,160,Event_6847067,Event_3726160217,Event_8639659,Event_7985829,Event_4035185782,Event_0660138,NA,55,NA,NA,60,NA,NA,Event_6525979989,NA,174,NA,63,NA,NA,65,NA,NA,78,NA,NA,83,NA,NA,90,NA,188,NA,94,NA,Event_6663553,Event_4452276691,Event_8683731,NA,110,NA,NA,113,NA,Event_2970306,Event_2216577254,Event_1112381,202,NA,124,NA,NA,127,NA,Event_4478097,Event_3662645715,Event_1787682,NA,145,NA,NA,Event_49146,NA,216
Person_823892703,163,NA,2,NA,NA,4,NA,NA,12,NA,Event_6663553,Event_9529727192,Event_4993804,NA,Event_5335467183,NA,164,Event_4872607,Event_7350377649,Event_0133943,Event_1795146,Event_2073981855,Event_9277210,NA,Event_75632,NA,NA,52,NA,NA,56,NA,178,NA,66,NA,NA,71,NA,NA,73,NA,NA,77,NA,Event_0170969,Event_2658953763,Event_5067277,192,NA,94,NA,NA,98,NA,NA,100,NA,NA,Event_2870342007,NA,Event_1948176,Event_5378567158,Event_9000052,206,NA,124,NA,Event_1088614,Event_2468237466,Event_0133943,Event_7555772,Event_0883886347,Event_9277210,NA,144,NA,NA,147,NA,220
Person_324679098,161,NA,5,NA,NA,10,NA,NA,Event_3780494366,NA,Event_6131566,Event_4884956031,Event_3196820,Event_2711075,Event_8591207839,Event_6800652,162,NA,33,NA,NA,38,NA,Event_2105760,Event_5774007699,Event_4998624,Event_5228554,Event_4454570865,Event_3994645,NA,55,NA,176,NA,66,NA,NA,71,NA,NA,75,NA,NA,Event_93970,NA,NA,86,NA,190,NA,93,NA,NA,95,NA,Event_6663553,Event_7617444675,Event_4993804,Event_8252526,Event_0287995361,Event_7655889,Event_2164736,Event_8487521435,Event_7096402,204,NA,122,NA,NA,126,NA,Event_0769366,Event_6704942459,Event_7698618,NA,143,NA,NA,147,NA,218
Person_260576097,161,NA,2,NA,Event_0769366,Event_3297816678,Event_5812832,Event_8252526,Event_0718216552,Event_2711075,NA,27,NA,NA,30,NA,162,Event_2824754,Event_1966582703,Event_7033897,Event_8639659,Event_7288357772,Event_4679728,NA,52,NA,NA,56,NA,Event_4242692,Event_1223050987,Event_4779719,176,NA,64,NA,NA,69,NA,NA,Event_15108,NA,NA,78,NA,NA,90,NA,190,NA,93,NA,Event_6847067,Event_4020833138,Event_7033897,Event_6663553,Event_3582214128,Event_8683731,Event_3806475,Event_4301611495,Event_2164736,NA,117,NA,204,Event_3786642,Event_2798888853,Event_7543701,NA,132,NA,NA,136,NA,NA,140,NA,NA,143,NA,218
Person_985588211,161,Event_3689147,Event_4319106639,Event_4169224,Event_4553144,Event_7929857883,Event_2105760,NA,14,NA,NA,16,NA,Event_0366551,Event_2969165496,Event_1384015,162,NA,31,NA,Event_0249277,Event_5692431448,Event_5105002,NA,43,NA,NA,47,NA,NA,50,NA,176,NA,66,NA,NA,68,NA,Event_9697702,Event_3378848746,Event_8639659,Event_3343618,Event_9930530084,Event_6131566,NA,82,NA,190,NA,Event_0769751120,NA,Event_4786226,Event_7941366523,Event_5105002,NA,107,NA,NA,Event_4107698490,NA,NA,120,NA,204,NA,124,NA,Event_9724174,Event_1084205932,Event_0095816,NA,Event_44125,NA,NA,137,NA,Event_0660138,Event_4076517139,Event_1112381,218
