CRN,EventID,Section,Name,DayOfWeek,StartTime,EndTime,SeatsTaken,Seats,LocationID,Building,Type
83385.0,Event_2994398358,02,Calculus I,4.0,1000.0,1120.0,10.0,18.0,Loc_73083,RICKETTS BUILDING,Class
84124.0,Event_5834812701,01,Frontiers Of Network Science,4.0,1200.0,1350.0,6.0,18.0,Loc_73083,RICKETTS BUILDING,Class
84207.0,Event_1459496253,06,Architectural Design Studio 1,4.0,1400.0,1750.0,4.0,18.0,Loc_73083,RICKETTS BUILDING,Class
82910.0,Event_0150060917,09,Professional Devel Iii,4.0,1400.0,1550.0,3.0,18.0,Loc_73083,RICKETTS BUILDING,Class
84267.0,Event_4502235974,19,Computer Science I,4.0,1800.0,1950.0,6.0,18.0,Loc_73083,RICKETTS BUILDING,Class
85400.0,Event_0895536686,01,Design & Innovation Studio Iii,5.0,900.0,1150.0,6.0,18.0,Loc_73083,RICKETTS BUILDING,Class
85272.0,Event_7634463228,02,Thermodynamics,5.0,1000.0,1120.0,5.0,18.0,Loc_73083,RICKETTS BUILDING,Class
81052.0,Event_4542517547,01,Computer Organization,5.0,1200.0,1350.0,6.0,18.0,Loc_73083,RICKETTS BUILDING,Class
83835.0,Event_8103486905,01,Mindfulness,5.0,1200.0,1350.0,7.0,18.0,Loc_73083,RICKETTS BUILDING,Class
85419.0,Event_0732891131,01,Time Series Analysis,5.0,1400.0,1520.0,3.0,18.0,Loc_73083,RICKETTS BUILDING,Class
82674.0,Event_1132856797,09,Multivar Calc & Matrix Algebra,1.0,900.0,950.0,14.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
83074.0,Event_0962297646,01,Design Of Experiments,1.0,1000.0,1120.0,4.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
85148.0,Event_2292588885,01,Communication Theory & Prac.,1.0,1200.0,1350.0,4.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
82672.0,Event_0431624197,01,Topics   Semantic Technologies,1.0,1300.0,1550.0,1.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
82498.0,Event_4384425105,04,Materials Science For Engineer,1.0,1400.0,1550.0,5.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
85060.0,Event_9565537161,01,Ethical Consid In Biotech,1.0,1500.0,1720.0,2.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
81085.0,Event_1270862076,01,Foundation Engineering,1.0,1800.0,1950.0,4.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
84137.0,Event_1213096164,23,Intro Diff Equations,2.0,900.0,950.0,8.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
85370.0,Event_1209647857,01,Intro To Wind Energy,2.0,1000.0,1120.0,2.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
83852.0,Event_2442245797,03,Computer Organization,2.0,1200.0,1350.0,7.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
84481.0,Event_2801527781,01,Sustainability By Design,2.0,1200.0,1350.0,1.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
85531.0,Event_2193499276,01,Remixing In Digital Culture,2.0,1400.0,1550.0,8.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
82524.0,Event_0414067771,01,Chemistry I With Advanced Lab,3.0,900.0,1150.0,14.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
81319.0,Event_2586283625,15,Calculus I,3.0,1100.0,1150.0,7.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
81434.0,Event_4188964578,02,Thermal & Fluids Eng Lab,3.0,1300.0,1350.0,2.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
85428.0,Event_1548754477,01,Dsgn & Innovation Senior Proj,3.0,1430.0,1820.0,2.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
83072.0,Event_1536824085,08,Physics Ii,3.0,1800.0,1950.0,12.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
84852.0,Event_4353734841,80,Environmental History & Theory,4.0,1000.0,1300.0,3.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
83386.0,Event_7428450024,03,Calculus I,4.0,1000.0,1120.0,9.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
85379.0,Event_5227014629,01,Algorithmic Game Theory,4.0,1200.0,1350.0,4.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
85554.0,Event_4087038037,07,Architectural Design Studio 1,4.0,1400.0,1750.0,3.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
84355.0,Event_7349139079,01,Manufacturing Proc & Sys Lab I,4.0,1400.0,1650.0,4.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
84103.0,Event_4267071300,01,"Strategy, Tech & Competition I",4.0,1500.0,1750.0,1.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
84268.0,Event_3095128833,20,Computer Science I,4.0,1800.0,1950.0,11.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
83407.0,Event_0690014522,09,Thermal & Fluids Eng Lab,5.0,900.0,1150.0,7.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
84821.0,Event_0358469489,06,Modeling And Contrl Of Dyn Sys,5.0,1000.0,1150.0,4.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
83851.0,Event_3575892921,02,Computer Organization,5.0,1200.0,1350.0,14.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
84889.0,Event_5059516794,02,Mindfulness,5.0,1200.0,1350.0,3.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
84771.0,Event_0265336455,02,Web Systems Development,5.0,1400.0,1550.0,3.0,14.0,Loc_76393,RUSSELL SAGE LABORATORY,Class
81119.0,Event_8853464603,03,Intro Diff Equations,1.0,900.0,950.0,5.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
83430.0,Event_9741005763,01,Chinese I,1.0,1000.0,1150.0,1.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85149.0,Event_5175329426,02,Communication Theory & Prac.,1.0,1200.0,1350.0,3.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85377.0,Event_7307539183,01,Topics   Semantic Technologies,1.0,1300.0,1550.0,5.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
81024.0,Event_2254737991,06,Intro Engineering Design,1.0,1400.0,1550.0,5.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85061.0,Event_6362767767,01,Ethical Consid In Ad Research,1.0,1500.0,1720.0,1.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
83599.0,Event_5282065389,01,Principles Of Software,1.0,1800.0,1950.0,5.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
81447.0,Event_5937643547,01,Fundamentals Of Finite Element,2.0,1000.0,1150.0,4.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
83632.0,Event_9190789796,01,Web Systems Development,2.0,1200.0,1350.0,3.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85489.0,Event_0536961806,01,Technologies Of The Body,2.0,1200.0,1350.0,4.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85419.0,Event_8786354739,01,Time Series Analysis,2.0,1400.0,1520.0,3.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85410.0,Event_5582396739,01,Microscopic Physical Chemistry,3.0,900.0,950.0,8.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
81161.0,Event_2684874980,13,Calculus Ii,3.0,1100.0,1150.0,5.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
81435.0,Event_1472848065,03,Thermal & Fluids Eng Lab,3.0,1300.0,1350.0,5.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85429.0,Event_2174668082,01,Dsgn & Innovation Senior Proj,3.0,1430.0,1820.0,3.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
81063.0,Event_8581374287,09,Physics Ii,3.0,1800.0,1950.0,9.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
84856.0,Event_7327205109,01,Sonics Research Lab 1,4.0,1000.0,1120.0,2.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
83387.0,Event_0446004266,04,Calculus I,4.0,1000.0,1120.0,9.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85184.0,Event_9545425059,01,Econ Analysis Of Tech Change,4.0,1200.0,1350.0,4.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
83837.0,Event_3884999723,01,Architectural Design Studio 3,4.0,1400.0,1750.0,3.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85209.0,Event_3296714122,01,Hazardous Waste Mgmt I,4.0,1400.0,1550.0,5.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85481.0,Event_2720519989,05,Digital Filmmaking,4.0,1600.0,1750.0,9.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
84269.0,Event_5784909332,21,Computer Science I,4.0,1800.0,1950.0,9.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
83390.0,Event_5687618944,07,Calculus I,5.0,900.0,950.0,6.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
84822.0,Event_6339077823,07,Modeling And Contrl Of Dyn Sys,5.0,1000.0,1150.0,7.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
83852.0,Event_2787529630,03,Computer Organization,5.0,1200.0,1350.0,7.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85446.0,Event_3250511384,03,Mindfulness,5.0,1200.0,1350.0,2.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
85232.0,Event_1296625295,02,Data Analytics,5.0,1400.0,1550.0,1.0,9.0,Loc_55979,RUSSELL SAGE LABORATORY,Class
84098.0,Event_3842084830,21,Intro Diff Equations,1.0,900.0,950.0,8.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
83553.0,Event_1987818816,02,Chinese I,1.0,1000.0,1150.0,4.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84123.0,Event_9880126345,01,Frontiers Of Network Science,1.0,1200.0,1350.0,4.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
81031.0,Event_2789850366,02,Embedded Control,1.0,1300.0,1550.0,7.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84105.0,Event_0437550889,07,Intro Engineering Design,1.0,1400.0,1550.0,1.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
85062.0,Event_4231010014,01,Ethical Consid In Biotech,1.0,1500.0,1720.0,0.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
81192.0,Event_8203831865,02,Software Design & Doc.,1.0,1800.0,1950.0,4.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
85278.0,Event_4340343559,01,Numerical Design Optimization,2.0,1000.0,1120.0,4.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84462.0,Event_2073981855,01,Dist Systems & Algorithms,2.0,1200.0,1350.0,4.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84469.0,Event_9350399102,01,Sustainability By Design,2.0,1200.0,1350.0,4.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84771.0,Event_5599709396,02,Web Systems Development,2.0,1400.0,1550.0,3.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
83581.0,Event_6608792864,01,Cbe Seminar,3.0,900.0,1150.0,11.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
81162.0,Event_1029893441,14,Calculus Ii,3.0,1100.0,1150.0,6.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
81436.0,Event_4758590410,04,Thermal & Fluids Eng Lab,3.0,1300.0,1350.0,4.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
85523.0,Event_1799813300,02,Chamber Music Ensemble,3.0,1500.0,1750.0,3.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84540.0,Event_0880778746,11,Physics Ii,3.0,1800.0,1950.0,7.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
85327.0,Event_1571025330,80,Doctoral Seminar 1,4.0,1000.0,1150.0,4.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
83388.0,Event_5514224900,05,Calculus I,4.0,1000.0,1120.0,8.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84509.0,Event_3590398015,01,Econ Gov Regulation/Firm Strat,4.0,1200.0,1350.0,5.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
83838.0,Event_1426165872,02,Architectural Design Studio 3,4.0,1400.0,1750.0,4.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
85189.0,Event_3734644718,01,Solid Earth Geophysics,4.0,1400.0,1550.0,5.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
83891.0,Event_0457469230,01,Sculpture I,4.0,1600.0,1750.0,6.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84270.0,Event_2585832834,22,Computer Science I,4.0,1800.0,1950.0,11.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
83391.0,Event_8875613329,08,Calculus I,5.0,900.0,950.0,5.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84823.0,Event_4149612299,08,Modeling And Contrl Of Dyn Sys,5.0,1000.0,1150.0,4.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
83632.0,Event_9295720878,01,Web Systems Development,5.0,1200.0,1350.0,3.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84535.0,Event_6470026707,01,Physics Meets Social Science,5.0,1200.0,1350.0,3.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
85250.0,Event_2459012407,02,Data Analytics,5.0,1400.0,1550.0,6.0,12.0,Loc_98508,RUSSELL SAGE LABORATORY,Class
84099.0,Event_0548928882,22,Intro Diff Equations,1.0,900.0,950.0,11.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
84249.0,Event_0501633147,01,Chinese Iv,1.0,1000.0,1150.0,11.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
82564.0,Event_4117567956,01,Robotics I,1.0,1200.0,1320.0,2.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
81194.0,Event_5812233638,04,"Calc I For Arch, Mgmt &  Hass",1.0,1300.0,1350.0,10.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
84358.0,Event_5815118197,14,Intro Engineering Design,1.0,1400.0,1550.0,3.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
81151.0,Event_6048739817,02,Computer Hardware Design,1.0,1500.0,1750.0,8.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
81393.0,Event_0565314466,03,Software Design & Doc.,1.0,1800.0,1950.0,5.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
83376.0,Event_9300125072,33,Calculus I,2.0,1000.0,1120.0,8.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
84463.0,Event_8591225418,01,Dist Systems & Algorithms,2.0,1200.0,1350.0,6.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
85488.0,Event_1521386941,01,Technologies Of The Body,2.0,1200.0,1350.0,6.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
85232.0,Event_5219413313,02,Data Analytics,2.0,1400.0,1550.0,1.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
81530.0,Event_7415374219,01,Electric Circuits,3.0,900.0,1150.0,10.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
81164.0,Event_5385737033,15,Calculus Ii,3.0,1100.0,1150.0,5.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
81437.0,Event_0189104017,05,Thermal & Fluids Eng Lab,3.0,1300.0,1350.0,1.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
82525.0,Event_5277555767,02,Chemistry I With Advanced Lab,3.0,1500.0,1550.0,5.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
84220.0,Event_6661155501,08,Physics Mentoring For Freshmen,3.0,1800.0,1850.0,4.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
81309.0,Event_2172997697,01,Music And Technology 1,4.0,1000.0,1150.0,3.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
83389.0,Event_2829791385,06,Calculus I,4.0,1000.0,1120.0,7.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
84510.0,Event_4345786607,01,Adv Economics Gov. Regulations,4.0,1200.0,1350.0,3.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
83839.0,Event_8949652645,03,Architectural Design Studio 3,4.0,1400.0,1750.0,4.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
85539.0,Event_6163993662,03,History And Culture Of Games,4.0,1400.0,1550.0,7.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
81519.0,Event_9347296663,01,Rensselaer Orchestra,4.0,1600.0,1750.0,4.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
81045.0,Event_1785878836,23,Computer Science I,4.0,1800.0,1950.0,9.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
81319.0,Event_8781036076,15,Calculus I,5.0,900.0,950.0,7.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
84824.0,Event_6042452752,09,Modeling And Contrl Of Dyn Sys,5.0,1000.0,1150.0,6.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
84462.0,Event_0883886347,01,Dist Systems & Algorithms,5.0,1200.0,1350.0,4.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
84481.0,Event_8961017827,01,Sustainability By Design,5.0,1200.0,1350.0,1.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
85490.0,Event_9459458217,01,Film Theory,5.0,1400.0,1550.0,5.0,16.0,Loc_98710,RUSSELL SAGE LABORATORY,Class
84137.0,Event_8355965331,23,Intro Diff Equations,1.0,900.0,950.0,8.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
82022.0,Event_7363826769,01,Human Factors In Lighting,1.0,1000.0,1150.0,2.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
81197.0,Event_1964001243,01,Numerical Computing,1.0,1200.0,1350.0,6.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
84570.0,Event_8870064478,01,Sustainability Debates,1.0,1500.0,1550.0,8.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
81003.0,Event_2053962230,01,Intermediate Microecon Theory,1.0,1800.0,1950.0,5.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
83221.0,Event_0349789970,01,Derivatives Markets,2.0,900.0,1150.0,2.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
83377.0,Event_2292238797,34,Calculus I,2.0,1000.0,1120.0,11.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
83676.0,Event_6800496472,02,Intermediate Macroecon Theory,2.0,1200.0,1350.0,5.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
84367.0,Event_1789599992,01,Writing In Context,2.0,1200.0,1350.0,1.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
85250.0,Event_1357428181,02,Data Analytics,2.0,1400.0,1550.0,6.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
81140.0,Event_0995952270,01,Introduction To Electronics,3.0,900.0,1150.0,7.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
81163.0,Event_1128938169,16,Calculus Ii,3.0,1100.0,1150.0,4.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
81438.0,Event_1195871987,06,Thermal & Fluids Eng Lab,3.0,1300.0,1350.0,3.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
82526.0,Event_3465050098,03,Chemistry I With Advanced Lab,3.0,1500.0,1750.0,6.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
85425.0,Event_6942491772,01,Abnormal Psychology,3.0,1800.0,1950.0,4.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
85258.0,Event_7239431345,02,Music And Technology 1,4.0,1000.0,1150.0,4.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
83390.0,Event_0575429843,07,Calculus I,4.0,1000.0,1120.0,6.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
85290.0,Event_6171667620,01,Economic Analysis Tech Change,4.0,1200.0,1350.0,10.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
83840.0,Event_0277220596,04,Architectural Design Studio 3,4.0,1400.0,1750.0,5.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
85540.0,Event_7746649299,04,History And Culture Of Games,4.0,1400.0,1550.0,2.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
82601.0,Event_6841923711,01,Intro To Afro Cuban Percussion,4.0,1600.0,1750.0,6.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
82908.0,Event_6814336601,02,Beginning Prog For Eng,4.0,1800.0,1950.0,7.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
81320.0,Event_5701339535,16,Calculus I,5.0,900.0,950.0,1.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
84825.0,Event_3046402820,10,Modeling And Contrl Of Dyn Sys,5.0,1000.0,1150.0,6.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
84463.0,Event_3737381870,01,Dist Systems & Algorithms,5.0,1200.0,1350.0,6.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
85489.0,Event_0055890538,01,Technologies Of The Body,5.0,1200.0,1350.0,4.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
85273.0,Event_2858723731,02,Num Meth & Prog For Eng,5.0,1400.0,1550.0,5.0,20.0,Loc_00549,RUSSELL SAGE LABORATORY,Class
84138.0,Event_4921841298,24,Intro Diff Equations,1.0,900.0,950.0,9.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
81439.0,Event_9698382264,01,Elements Of Mech Design,1.0,1000.0,1150.0,6.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
85378.0,Event_6327416414,01,Algorithmic Game Theory,1.0,1200.0,1350.0,4.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
81116.0,Event_9251697973,03,Multivar Calc & Matrix Algebra,1.0,1300.0,1350.0,4.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
84762.0,Event_8626552390,02,Sustainability Debates,1.0,1500.0,1550.0,12.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
81159.0,Event_3228582143,01,Microprocessor Systems,1.0,1800.0,2050.0,5.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
85244.0,Event_7406278089,01,Science Studies,2.0,900.0,1150.0,1.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
83378.0,Event_5981712047,35,Calculus I,2.0,1000.0,1120.0,4.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
85156.0,Event_1020876975,01,Health Economics And Policy,2.0,1200.0,1350.0,4.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
84897.0,Event_8994538921,02,Writing In Context,2.0,1200.0,1350.0,2.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
85490.0,Event_9523904781,01,Film Theory,2.0,1400.0,1550.0,5.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
83598.0,Event_5507705872,01,Phys Found Of Solid State Dev,3.0,900.0,1150.0,1.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
81397.0,Event_7800765530,17,Intro Diff Equations,3.0,1100.0,1150.0,8.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
81599.0,Event_1482277117,07,Thermal & Fluids Eng Lab,3.0,1300.0,1350.0,7.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
81387.0,Event_8142073357,01,Professional Devel Seminar,3.0,1500.0,1550.0,2.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
83548.0,Event_5408031044,01,Roots Of Africa Music Ensemble,3.0,1900.0,2050.0,3.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
83830.0,Event_3854115027,01,The Multimedia Century,4.0,1000.0,1150.0,4.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
83391.0,Event_0750360884,08,Calculus I,4.0,1000.0,1120.0,5.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
84426.0,Event_5644950168,01,Introduction To Ecse,4.0,1200.0,1350.0,3.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
83894.0,Event_8119969077,05,Architectural Design Studio 3,4.0,1400.0,1750.0,2.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
84758.0,Event_4761236705,02,Intro To Game Storytelling,4.0,1400.0,1550.0,3.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
84745.0,Event_6575627364,02,Intro To Afro Cuban Percussion,4.0,1600.0,1750.0,3.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
83109.0,Event_6096443862,04,Beginning Prog For Eng,4.0,1800.0,1950.0,7.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
83226.0,Event_8323442818,27,Calculus I,5.0,900.0,950.0,10.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
81597.0,Event_0946188596,03,Multidisciplinary Cap Design,5.0,1000.0,1150.0,8.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
83676.0,Event_4442889346,02,Intermediate Macroecon Theory,5.0,1200.0,1350.0,5.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
84469.0,Event_4082006430,01,Sustainability By Design,5.0,1200.0,1350.0,4.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
84815.0,Event_5130586597,02,Inventor's Studio 1,5.0,1400.0,1550.0,6.0,20.0,Loc_39121,RUSSELL SAGE LABORATORY,Class
81442.0,Event_3337978089,01,Multidisciplinary Cap Design,1.0,1000.0,1150.0,6.0,51.0,Loc_46585,RUSSELL SAGE LABORATORY,Class
85357.0,Event_2898470165,01,Game Ai,1.0,1200.0,1350.0,5.0,51.0,Loc_46585,RUSSELL SAGE LABORATORY,Class
81525.0,Event_3675913066,15,Intro Diff Equations,1.0,1300.0,1350.0,6.0,51.0,Loc_46585,RUSSELL SAGE LABORATORY,Class
84763.0,Event_4142480204,03,Sustainability Debates,1.0,1500.0,1550.0,3.0,51.0,Loc_46585,RUSSELL SAGE LABORATORY,Class
82565.0,Event_0692612689,01,Intro To It & Web Science,1.0,1800.0,1950.0,10.0,51.0,Loc_46585,RUSSELL SAGE LABORATORY,Class
81404.0,Event_6571107061,01,Structures 1,2.0,1000.0,1130.0,2.0,51.0,Loc_46585,RUSSELL SAGE LABORATORY,Class
83379.0,Event_8505383165,36,Calculus I,2.0,1000.0,1120.0,6.0,51.0,Loc_46585,RUSSELL SAGE LABORATORY,Class
85362.0,Event_4576421280,01,Behavioral Economics,2.0,1200.0,1350.0,4.0,51.0,Loc_46585,RUSSELL SAGE LABORATORY,Class
84545.0,Event_7562734014,01,Strategic Writing,2.0,1200.0,1350.0,4.0,51.0,Loc_46585,RUSSELL SAGE LABORATORY,Class
85273.0,Event_7186971971,02,Num Meth & Prog For Eng,2.0,1400.0,1550.0,5.0,51.0,Loc_46585,RUSSELL SAGE LABORATORY,Class
